tle_0	tle_1	norad_cat_num	status
1 16818U 86045E   86178.29845602  .07597520 -10183-4 +88236-3 0  9996	2 16818 082.3087 023.7049 0072013 180.2053 179.5996 16.26735375002565	n_16818	
1 16821U 82033HE  86238.95099608  .09519160 +55768-4 +10257-2 0  9990	2 16821 051.6038 223.7118 0008691 177.6763 190.4352 16.36490029251011	n_16821	
1 16822U 82033HF  86279.34959728  .01932290 +16446-4 +79313-3 0  9991	2 16822 051.6190 011.9985 0009756 351.2909 008.8077 16.22416000257435	n_16822	
1 16823U 86024F   86236.27253104  .00145643 +00000-0 +30707-1 0  9990	2 16823 065.0021 206.1923 0210651 166.4060 194.0368 14.46338224009015	n_16823	
1 16824U 86024  G 87173.36002728  .00147782 +00000-0 +29255-1 0  9998	2 16824 064.9136 101.3993 0056531 266.8636 092.6145 14.61207374051744	n_16824	
1 16825U 86024H   86243.16517183  .08742895 +00000-0 +10982+0 0  9999	2 16825 065.1748 176.8968 0091855 130.9511 253.0002 15.54321882010246	n_16825	
1 16826U 86024J   86327.99618448  .00837772 +00000-0 +62449-1 0  9998	2 16826 065.0534 291.7723 0134151 003.6284 356.8475 14.95710856022498	n_16826	
1 16827U 86024K   86254.72534918  .00243281 +00000-0 +36786-1 0  9999	2 16827 065.0423 155.3978 0273389 041.7087 321.3205 14.51899326011414	n_16827	
1 16828U 86024L   86298.38985257  .00346631 +00000-0 +44980-1 0  9994	2 16828 064.9415 021.8286 0052422 350.6801 010.0247 14.79664351017896	n_16828	
1 16829U 86024  M 87171.51752349  .00207690 +00000-0 +37019-1 0  9991	2 16829 065.0126 115.2930 0125902 215.3659 143.9044 14.61833163051310	n_16829	
1 16830U 86024N   86181.02044669  .02122564 +00000-0 +95299-1 0  9990	2 16830 065.0587 002.9670 0268890 097.5401 269.1605 14.94097839001277	n_16830	
1 16831U 86024  P 87050.52350102  .00140661 +00000-0 +24008-1 0  9990	2 16831 064.9420 070.4612 0133248 348.1704 011.8881 14.63117057034418	n_16831	
1 16832U 86024  Q 87226.77784155  .26772270 +00000-0 +2127700 0  9990	2 16832 064.9209 289.9959 0025134 268.8723 087.3028 15.70461590059756	n_16832	
1 16833U 86024R   86255.02619425  .00262660 +00000-0 +36079-1 0  9994	2 16833 065.0975 153.0620 0286214 061.4810 301.3597 14.53731481011888	n_16833	
1 16834U 86024S   86308.51802579  .25196627 +00000-0 +0742401 0  9999	2 16834 064.9189 355.8237 0027107 053.7436 306.6860 15.77138318019675	n_16834	
1 16835U 86024T   86178.75003239  .00000691 +00000-0 +27645-4 0  9996	2 16835 065.0129 007.5597 0228717 097.8462 249.0984 15.08560861000943	n_16835	
1 16836U 86024  U 87052.19228609  .00165278 +00000-0 +22460-1 0  9997	2 16836 064.9842 070.1719 0215650 318.7800 043.5264 14.63823207034670	n_16836	
1 16838U 86024W   86251.84075112  .07065790 +00000-0 +95082-1 0  9995	2 16838 064.9539 144.3093 0055836 094.1696 266.7375 15.55657112011602	n_16838	
1 16839U 86024  X 87011.88484984  .00287961 +00000-0 +47723-1 0  9994	2 16839 065.0315 185.3875 0169074 073.1434 288.7909 14.61039424028833	n_16839	
1 16840U 86024  Y 87017.77828481  .00133246 +00000-0 +18409-1 0  9999	2 16840 064.9873 147.5273 0173871 014.2045 346.3670 14.68034200030000	n_16840	
1 16841U 86024  Z 87003.76556116 -.00107492 +00000-0 -17486-1 0  9997	2 16841 065.0273 216.0861 0395095 038.1394 324.6888 14.30129948027265	n_16841	
1 16842U 86024AA  86319.48598340  .17689356 +00000-0 +00000-1 0  9995	2 16842 064.9732 324.0267 0011362 097.6756 262.5177 15.78672624016242	n_16842	
1 16843U 79017 JD 88203.86771270  .04305692 +14000-5 +50330-2 0  9997	2 16843 097.8018 180.5489 0017358 188.0441 172.8954 16.08367158152258	n_16843	
1 16844U 86048  C 88083.86518841  .06781013 +17263-4 +15081-3 0  9994	2 16844 069.9588 088.1976 0009375 251.5427 108.3251 16.45917656101180	n_16844	
1 16845U 86048  D 87082.39579845  .22077128 +16500-4 +38150-2 0  9999	2 16845 069.9389 072.9789 0012342 212.5676 148.5183 16.32455872042226	n_16845	
1 16846U 86048  E 87073.05046110  .03101086 +16299-4 +78562-3 0  9994	2 16846 069.9651 065.8299 0005529 165.2766 195.6324 16.28659865042200	n_16846	
1 16848U 86048G   86359.32848516  .05948533 +19364-5 +88855-2 0  9992	2 16848 069.9749 322.9195 0013967 327.1355 037.1424 16.04334829029008	n_16848	
1 16850U 86050B   86262.35504474  .25193948 +40196-4 +25158-3 0  9994	2 16850 062.8099 320.2803 0011484 120.9070 239.8596 16.50289750012076	n_16850	
1 16851U 86050C   86227.55666603  .05827360 +37901-4 +42861-3 0  9991	2 16851 062.8340 093.1727 0045598 124.4622 236.0888 16.34197777006572	n_16851	
1 16852U 82033HG  86324.97929525  .05406126 +55400-4 +59673-3 0  9994	2 16852 051.5958 133.3988 0007803 270.7539 089.7864 16.36310494264677	n_16852	
1 16853U 82033HH  86249.36369019  .06403420 +55038-4 +69992-3 0  9997	2 16853 051.5995 169.5797 0010434 048.1605 322.3410 16.36297723252661	n_16853	
1 16857U 86024AB  86258.17192305  .01896073 +00000-0 +0101801 0  9998	2 16857 064.9597 129.1524 0142142 095.4761 318.2261 15.06327149012328	n_16857	
1 16858U 86024 AC 87054.56478711  .00212262 +00000-0 +23780-1 0  9997	2 16858 064.9350 054.3343 0251259 328.8352 033.2907 14.66421027035122	n_16858	
1 16859U 86024AD  86243.27597649  .00037100 +00000-0 +10365-1 0  9998	2 16859 065.0864 189.0388 0168495 204.5434 154.9609 14.38156979009468	n_16859	
1 16861U 86053A   86253.85099650  .00370477 +31220-4 +15170-3 0  9997	2 16861 064.8927 313.6483 0082729 112.7814 248.2183 16.14753295008919	n_16861	
1 16863U 86022  C 87206.47188660  .27906784 +58640-4 +10988-3 0  9994	2 16863 051.5931 282.6504 0007347 265.6119 096.0238 16.56872815082577	n_16863	
1 16866U 86052D   16003.15661559  .06546686  19012-5  23816-2 0  9997	2 16866  73.9415  34.3319 0005187 315.2718  44.8114 16.24611063579697	n_16866	
1 16868U 86024AE  86257.83573391  .00080012 +00000-0 +25393-1 0  9990	2 16868 064.9420 152.3095 0231496 116.1218 247.0392 14.25731591012004	n_16868	
1 16869U 80104F   86300.65239138  .45163237 +49100-4 +36606-3 0  9990	2 16869 046.3637 182.9860 0116269 075.3434 286.8771 16.33761120090194	n_16869	
1 16871U 86051C   86233.40725429  .36892926 -96304-5 +24391-2 0  9992	2 16871 082.5205 028.7957 0024014 253.4088 107.2205 16.38550257006696	n_16871	
1 16875U 86054B   86220.71353632  .16531125 +89262-5 +24529-3 0  9999	2 16875 072.8422 095.2056 0011689 054.8482 305.5198 16.47970439002459	n_16875	
1 16876U 86051F   86265.51458501  .21553673 -97594-5 +10902-3 0  9991	2 16876 082.5376 351.0318 0008965 263.5451 096.8514 16.55770400011950	n_16876	
1 16877U 79017 JE 88063.41964085  .08501808 +29000-5 +36541-2 0  9992	2 16877 097.7511 043.3372 0013332 173.0532 194.0074 16.22501210126909	n_16877	
1 16878U 79017JF  01330.12229252  .01263920  27751-5  39760-3 0  9994	2 16878 097.8935 023.1353 0005786 237.0360 123.0251 16.26477586901801	n_16878	
1 16879U 79017 JG 87067.43169291  .09727475 +18000-5 +70168-2 0  9997	2 16879 097.7308 027.2055 0008566 116.0019 244.1219 16.15796061078180	n_16879	
1 16883U 86056A   86227.51520882  .01830859 +33854-4 +41388-4 0  9996	2 16883 064.8705 049.2617 0009858 290.4867 069.5218 16.45751218002646	n_16883	
1 16885U 86057A   00027.13943236 +.99999999 +10409-4 +25192-2 0  9995	2 16885 062.0926 127.7475 1311808 265.7951 073.6508 13.53761778099358	n_16885	
1 16886U 86057B   86292.08084975  .18987750 +38656-4 +29359-3 0  9991	2 16886 062.7867 177.6072 0012802 132.8838 227.8213 16.47478111012720	n_16886	
1 16887U 86057C   86277.99912085  .11558703 +38822-4 +58479-3 0  9992	2 16887 062.7832 232.0982 0027654 119.7528 240.6960 16.39174258010478	n_16887	
1 16888U 86056C   86229.87693270  .13206237 +37720-4 +16449-3 0  9999	2 16888 064.9403 044.2145 0027564 056.4508 306.9252 16.47000955002973	n_16888	
1 16889U 86057D   96288.68478769  .99999999  78763-5  44061-3 0  9992	2 16889 063.6020 312.4521 0123315 251.1572 108.6048 16.42380069 68670	n_16889	
1 16890U 86058A   86226.93073895  .00012508 +00000-0 +22311-4 0  9998	2 16890 082.5795 103.8943 0005002 297.6865 062.3683 16.01605681002015	n_16890	
1 16894U 86056F   86227.56588337  .01616553 +30887-4 +89576-3 0  9998	2 16894 064.7973 052.3042 0104659 068.7523 292.5883 16.07432494002591	n_16894	
1 16895U 86059  A 91240.72081075  .00017043 +00000-0 +53983-2 0  9998	2 16895 098.8463 280.6593 0071991 283.4935 075.8223 14.38645991038720	n_16895	
1 16897U 86060  A 87033.21122875  .00210869 +31500-4 +11728-3 0  9991	2 16897 064.7370 245.7033 0042798 044.2812 316.2034 16.16918662028909	n_16897	
1 16898U 86060B   86221.76653760  .01654448 +31631-4 +40703-3 0  9998	2 16898 064.7757 180.8266 0051283 056.7568 303.8393 16.24910434000527	n_16898	
1 16899U 86054C   86310.33014665  .00579479 +00000-0 +24908-2 0  9998	2 16899 072.8499 241.4441 0013985 301.5487 061.4844 15.84700155014310	n_16899	
1 16900U 86054  D 87134.20202087  .61164909 +87002-5 +15947-2 0  9999	2 16900 072.8003 169.7000 0011682 297.3763 066.0470 16.44827447045320	n_16900	
1 16901U 86054E   86265.34938257  .03512639 +10081-5 +60426-2 0  9992	2 16901 072.7023 349.1523 0012598 307.7941 051.7745 16.02066559009382	n_16901	
1 16902U 86054  F 87078.63472316  .07715332 +84000-5 +63016-3 0  9997	2 16902 072.8221 271.0629 0006709 248.8504 116.0257 16.39661025037542	n_16902	
1 16903U 86054G   86254.72730092  .01283749 +00000-0 +42314-2 0  9997	2 16903 072.7853 015.2959 0015944 008.0529 352.2428 15.90038574005611	n_16903	
1 16904U 86054H   86254.74655446  .02047699 +75702-6 +47829-2 0  9995	2 16904 072.9245 015.7598 0012518 334.0869 025.9744 15.96672213005622	n_16904	
1 16905U 86054  J 88131.94439358  .02999959 +91000-5 +44445-3 0  9991	2 16905 072.8436 338.9276 0007775 220.7500 139.3287 16.34237616101030	n_16905	
1 16906U 86054K   86253.11623503  .04896465 +13766-5 +59908-2 0  9993	2 16906 072.8478 019.0253 0022656 334.9006 025.3708 16.07265355005365	n_16906	
1 16907U 86054L   86251.76148289  .01308264 +00000-0 +41586-2 0  9993	2 16907 072.8434 022.5905 0005468 043.8573 316.3262 15.90953326005145	n_16907	
1 16911U 86058C   86291.87505984  .11380699 -10245-4 +97658-4 0  9990	2 16911 082.5730 030.6655 0010093 262.4422 098.0471 16.51789111012478	n_16911	
1 16912U 86058D   86257.20336516  .02483328 -10299-4 +14435-2 0  9995	2 16912 082.5617 071.1108 0043966 220.6797 139.0177 16.16369891006812	n_16912	
1 16913U 86058E   86236.38188864  .24462150 -10875-4 +11860-2 0  9996	2 16913 082.5559 093.2644 0012721 251.5671 109.0432 16.41714954003536	n_16913	
1 16915U 86058G   86240.83090477  .08537950 -10122-4 +77785-3 0  9992	2 16915 082.5648 088.1832 0014594 239.2336 120.7632 16.38624423004259	n_16915	
1 16916U 86058H   86243.57173003  .17701304 -10321-4 +36039-2 0  9997	2 16916 082.5623 086.0549 0059713 253.8442 108.8260 16.25975752004666	n_16916	
1 16918U 86063A   86246.06466310  .00000111 +00000-0 +16979-5 0  9990	2 16918 072.8595 110.3067 0042861 184.0386 175.9394 15.60537382001977	n_16918	
1 16919U 86063B   86245.27867659  .14851128 +89935-5 +33735-3 0  9997	2 16919 072.8286 109.8828 0010848 045.7010 314.4946 16.45655889001914	n_16919	
1 16920U 86064A   86293.86530861  .00537926 +32016-4 +20410-3 0  9995	2 16920 064.8537 345.0617 0063083 145.0033 215.5187 16.18688558008750	n_16920	
1 16921U 86064B   86245.15887919  .20566551 +33092-4 +18624-3 0  9991	2 16921 064.8727 165.0035 0027176 056.5121 305.0047 16.49248522000921	n_16921	
1 16922U 86065A   10306.49722581  .03604167  89353-5  11071-4 0  9997	2 16922 060.3518 196.0078 0330871 237.1610 194.6269 15.92506729177499	n_16922	
1 16923U 86065B   86295.69991589  .25046557 +39419-4 +31285-3 0  9998	2 16923 062.8183 193.3452 0017089 139.1081 221.1898 16.48280059008794	n_16923	
1 16924U 86065C   86274.38570790  .18201812 +39289-4 +29882-3 0  9993	2 16924 062.8463 275.8939 0026728 121.1864 239.2972 16.45328734005400	n_16924	
1 16925U 86065D   06361.61958375  .99999999  00000-0  36176-3 0  9996	2 16925 062.0054 052.8641 0205439 274.0955 083.8068 16.24017011165056	n_16925	
1 16926U 86066A   86259.89176398  .00104080 +00000-0 +11095-2 0  9992	2 16926 070.3633 108.2596 0048437 193.2144 166.7277 15.62272189002123	n_16926	
1 16928U 86067  A 89348.92852904  .17282555 +94710-5 +68625-3 0  9995	2 16928 073.9833 075.2921 0008491 307.3170 052.8983 16.43188256183809	n_16928	
1 16929U 86067  B 89299.78723429  .34138475 +54000-5 +24338-3 0  9995	2 16929 073.9852 175.1758 0006146 269.1398 090.8648 16.53209076176415	n_16929	
1 16930U 86063  C 87098.52778076  .03599769 +88000-5 +87717-3 0  9998	2 16930 072.8268 296.9654 0006663 278.1646 082.3622 16.29141388036274	n_16930	
1 16931U 86063  D 88134.19542530  .09843117 +89000-5 +41490-3 0  9992	2 16931 072.8332 047.3505 0012098 226.6254 133.4219 16.42424059099129	n_16931	
1 16932U 86063  E 87007.00995673  .06667471 +79000-5 +99189-3 0  9992	2 16932 072.8305 162.6422 0008392 285.3452 077.9827 16.34175445021814	n_16932	
1 16933U 86063  F 87152.55311707  .12323476 +26067-5 +54502-2 0  9999	2 16933 072.8203 196.2915 0013342 297.9962 062.1378 16.21966253043900	n_16933	
1 16934U 86068A   00172.38980078  .99999999  69358-5  78307-3 0  9990	2 16934 061.7928 104.1682 0534661 265.9607 254.8368 15.41223878101920	n_16934	
1 16935U 86068B   86285.46142691  .57011926 +40756-4 +24753-3 0  9995	2 16935 062.8157 290.4374 0012548 113.5307 247.1966 16.56201858005871	n_16935	
1 16936U 86068C   86310.09125616  .27215370 +39399-4 +30212-3 0  9996	2 16936 062.7514 196.3727 0015174 129.7010 230.7662 16.49239964009766	n_16936	
1 16938U 86069B   86329.04201176  .21312522 -84646-4 +63256-3 0  9991	2 16938 022.7698 122.6916 0015304 040.3268 320.3073 16.44172309012688	n_16938	
1 16939U 86068D   01200.39178892  .99999999  98911-5  77041-3 0  9993	2 16939 061.9979 278.4956 0185733 286.8765 071.3992 16.24321997116688	n_16939	
1 16940U 86069C   86265.42993717  .02198894 +22986-4 +58926-3 0  9993	2 16940 038.7853 289.6256 0057445 184.0818 177.2661 16.22470287002651	n_16940	
1 16941U 86069  D 87103.78487937  .10946795 +24461-4 +14720-2 0  9990	2 16941 039.1363 261.1366 0044467 176.6625 184.7852 16.30873751032417	n_16941	
1 16942U 86069E   86358.84791496  .83491710 +00000-0 +10000-1 0  9994	2 16942 037.7140 288.6984 0080889 272.2670 086.9555 16.25256544000008	n_16942	
1 16943U 86069F   86265.19365392  .00389703 +37000-5 +12124-2 0  9994	2 16943 039.4547 306.2374 0508716 146.9278 216.5736 14.99639577001917	n_16943	
1 16944U 86069G   86295.94496001  .08607215 +66095-5 +91078-2 0  9993	2 16944 039.9680 122.3381 0089906 005.0286 355.1993 16.01156337036911	n_16944	
1 16945U 86069H   86257.34151061  .00993653 +14000-5 +51714-2 0  9998	2 16945 039.4490 003.1768 1340508 064.4617 308.8532 13.07751217000744	n_16945	
1 16946U 86069J   86328.81109414  .00283576 -10100-4 +98714-3 0  9990	2 16946 023.0121 246.7761 0700011 183.3577 176.2000 14.55109893011411	n_16946	
1 16947U 86069K   86257.41067454  .03033527 -79847-4 +14094-2 0  9998	2 16947 022.7005 310.3654 0061681 155.9704 214.4122 16.15596769001394	n_16947	
1 16948U 86069L   86256.34154709  .00145837 -18499-4 +20701-3 0  9994	2 16948 022.6566 320.8833 0202108 139.8642 220.8183 15.75640987001221	n_16948	
1 16949U 86069M   86256.67137862 -.11493336 -70576-4 -84588-2 0  9992	2 16949 022.8426 320.0459 0301580 161.2970 203.0239 15.62248559001244	n_16949	
1 16951U 86069P   86256.59036863  .01067397 +41000-5 +25094-2 0  9993	2 16951 039.0259 357.3038 0690164 064.2572 303.6524 14.62287659001131	n_16951	
1 16954U 84104 AD 88218.98988508  .08609758 +29900-4 +25445-2 0  9993	2 16954 065.8030 341.4452 0019693 285.9661 078.2500 16.26233575215715	n_16954	
1 16955U 84104 AE 88170.38036560  .08391034 +29099-4 +20630-2 0  9992	2 16955 065.7958 130.4647 0017226 268.4552 091.4240 16.28409892208383	n_16955	
1 16956U 85050  S 87280.07519894  .08800267 +65629-5 +49154-2 0  9992	2 16956 065.7982 275.7506 0002177 273.1920 087.3345 16.19019028128704	n_16956	
1 16957U 85050  T 87258.19315037  .18888900 +29457-4 +66568-2 0  9991	2 16957 065.8007 344.4014 0012779 311.7103 048.2885 16.24548196125355	n_16957	
1 16958U 85050  U 87251.70359837  .07351506 +53204-5 +70575-2 0  9994	2 16958 065.8103 003.2153 0019440 301.4240 059.4975 16.10947735124391	n_16958	
1 16959U 85050  V 88146.45520356  .03874303 +70000-5 +25342-2 0  9993	2 16959 065.8021 258.8973 0017039 307.1235 053.7363 16.16519297056608	n_16959	
1 16960U 85050  W 87250.48414203  .12794271 +82295-5 +64280-2 0  9994	2 16960 065.8114 007.1889 0010967 245.6201 115.8608 16.20237893124204	n_16960	
1 16966U 86072A   86273.95643491  .00027371 +00000-0 +29168-3 0  9997	2 16966 070.3602 121.8896 0051965 194.0060 166.0272 15.62159120002131	n_16966	
1 16967U 86072B   86280.47309272  .13624865 +16522-4 +19408-3 0  9990	2 16967 070.3344 100.2194 0011709 339.0565 021.9703 16.48178318003246	n_16967	
1 16970U 86066  C 88103.65722695  .23363449 +16900-4 +21197-3 0  9998	2 16970 070.3277 313.0897 0011091 249.6590 110.3538 16.51106117092404	n_16970	
1 16971U 86066  D 87056.50469553  .01440158 +38000-5 +95670-3 0  9992	2 16971 070.3438 014.7471 0014320 242.2319 117.7448 16.16550093027656	n_16971	
1 16972U 86066E   86354.26967794  .12103040 +19244-5 +15971-1 0  9997	2 16972 070.3386 217.6103 0010446 090.5780 274.3676 16.06455352016692	n_16972	
1 16973U 86066  F 87091.92999147  .39856300 +16548-4 +31330-2 0  9991	2 16973 070.3286 299.2361 0007992 298.5106 062.9300 16.39853907032662	n_16973	
1 16974U 86072C   86263.37683360  .08408395 +15054-4 +24352-2 0  9995	2 16974 070.3922 150.2994 0041105 065.6880 296.2221 16.24659197000493	n_16974	
1 16976U 86066H   86277.83178899  .02754111 +00000-0 +79220-2 0  9991	2 16976 070.2184 058.0573 0024493 267.4699 092.4383 15.92312277004941	n_16976	
1 16977U 86066J   86274.49066713  .03672511 +15394-4 +71788-3 0  9994	2 16977 070.3588 065.8936 0039071 093.5589 269.6326 16.28959502004464	n_16977	
1 16978U 86066K   86280.44718372  .02921562 +00000-0 +77431-2 0  9998	2 16978 070.6027 052.2304 0015137 107.5196 253.2250 15.94210610005369	n_16978	
1 16979U 86066L   86355.13781174  .37953702 +16266-4 +96140-3 0  9991	2 16979 070.3319 202.5250 0004582 299.9686 060.2325 16.45782730017145	n_16979	
1 16980U 85050  X 87255.39411328  .12034255 +63711-5 +91451-2 0  9997	2 16980 065.7943 351.6362 0019086 307.6562 052.4372 16.14343462124957	n_16980	
1 16981U 85050  Y 87270.64412686  .02708865 +00000-0 +11761-1 0  9997	2 16981 065.8173 308.5903 0024974 294.5884 049.5197 15.83979599127203	n_16981	
1 16982U 86073B   96276.80282776  .03603396  22185-1  68978-2 0  9999	2 16982 098.5609 198.6206 0014872 154.3104 208.0763 16.04416109537673	n_16982	
1 16983U 86073  C 92189.50663240  .00005902 +00000-0 +17294-1 0  9996	2 16983 100.2413 015.6920 0389953 209.2157 148.6491 12.85724570055404	n_16983	
1 16984U 86071  G 93029.45128462  .58400439 +33400-4 +60825-3 0  9996	2 16984 063.9469 232.1868 0186026 200.2511 160.0603 16.17133984107817	n_16984	
1 16985U 86071  H 92331.16348091  .09718686 +34500-4 +15208-3 0  9991	2 16985 063.8482 264.8193 0146781 221.6482 132.5471 16.22387567104585	n_16985	
1 16988U 86072  D 92312.63419855  .00001633 +00000-0 +80378-3 0  9995	2 16988 070.4904 139.3730 0054227 037.4268 323.0488 14.18252909396056	n_16988	
1 16989U 86072  E 87139.20490055  .02947415 +15044-4 +73781-3 0  9998	2 16989 070.3388 197.0536 0008744 253.7782 106.7464 16.28724920038473	n_16989	
1 16990U 86072  F 87139.74871143  .24645958 +15247-4 +44980-2 0  9994	2 16990 070.3242 223.4322 0018236 284.4571 076.0624 16.31597224037885	n_16990	
1 16991U 86072G   86363.32356111  .31699952 +16130-4 +12531-2 0  9990	2 16991 070.3350 232.2344 0005694 290.3568 070.5154 16.43555398016225	n_16991	
1 16992U 86072  H 87012.60640695  .09087968 +20000-5 +12611-1 0  9990	2 16992 070.3355 207.3576 0016709 077.7764 285.6606 16.05455957018125	n_16992	
1 16994U 86075B   86326.42872822  .50127899 +40972-4 +24300-3 0  9994	2 16994 062.7738 326.6078 0009551 119.0370 241.6188 16.55512442007920	n_16994	
1 16995U 86075C   86312.39006680  .17494380 +39702-4 +34341-3 0  9997	2 16995 062.7973 021.4462 0028171 117.5585 242.8299 16.44043028005694	n_16995	
1 16997U 76077EV  97276.26603521 +.07794944 +00000-0 +42523-0 0  9995	2 16997 102.7526 181.4374 0332714 030.7317 324.0927 14.73456595467447	n_16997	
1 16998U 86075E   86315.82177765  .05198806 +38300-4 +79120-3 0  9992	2 16998 062.7997 009.0280 0044016 118.0747 242.9766 16.30441288006231	n_16998	
1 16999U 76077 EW 88210.85276069  .03745363 +36000-5 +11950-1 0  9995	2 16999 102.3991 180.4279 0334168 288.6933 067.8897 15.38224997172360	n_16999	
