tle_0	tle_1	lat	lon	norad_cat_num	satellite_name	ownership	launch_date	satellite_decay	satellite_decay_hour	rcs
1 05517U 68097 CS 89046.28397459  .28614002 +37000-5 +87430-1 0  9993	2 05517 061.9441 075.6094 0058751 094.5926 265.8676 15.88500471317298	61.77761987285046	98.64883199384437	05517	COSMOS 252 DEB          	CIS  	1968-11-01	1989-02-15	1989-02-15 19:02:00	  0.0083
1 05517U 68097 CS 89046.28397459  .28614002 +37000-5 +87430-1 0  9993	2 05517 061.9441 075.6094 0058751 094.5926 265.8676 15.88500471317298	55.997135155620285	129.01970527041294	05517	COSMOS 252 DEB          	CIS  	1968-11-01	1989-02-15	1989-02-15 19:06:00	  0.0083
1 05520U 69082HZ  01284.68765978  .12214633  00000-0  95633-2 0  9998	2 05520 070.0222 024.9038 0013800 349.4859 010.6311 16.14237012677545	-3.7631550486947014	164.76387470665222	05520	THORAD AGENA D DEB      	US   	1969-09-30	2001-10-11	2001-10-12 13:00:00	  0.0079
1 05520U 69082HZ  01284.68765978  .12214633  00000-0  95633-2 0  9998	2 05520 070.0222 024.9038 0013800 349.4859 010.6311 16.14237012677545	4.185969371527878	167.1553015199921	05520	THORAD AGENA D DEB      	US   	1969-09-30	2001-10-11	2001-10-12 13:02:00	  0.0079
1 05520U 69082HZ  01284.68765978  .12214633  00000-0  95633-2 0  9998	2 05520 070.0222 024.9038 0013800 349.4859 010.6311 16.14237012677545	20.034314288575985	172.241920979819	05520	THORAD AGENA D DEB      	US   	1969-09-30	2001-10-11	2001-10-12 13:06:00	  0.0079
1 05525U 70089 CH 90345.24124725  .03591297 +00000-0 +12050-1 0  9994	2 05525 062.2356 063.3749 0054334 089.8019 270.9168 15.80354523017961	55.588198069633286	8.802351651340572	05525	COSMOS 374 DEB          	CIS  	1970-10-23	1990-12-14	1990-12-17 05:00:00	  0.0152
1 05525U 70089 CH 90345.24124725  .03591297 +00000-0 +12050-1 0  9994	2 05525 062.2356 063.3749 0054334 089.8019 270.9168 15.80354523017961	50.26787685716521	19.233401183858412	05525	COSMOS 374 DEB          	CIS  	1970-10-23	1990-12-14	1990-12-17 05:02:00	  0.0152
1 05525U 70089 CH 90345.24124725  .03591297 +00000-0 +12050-1 0  9994	2 05525 062.2356 063.3749 0054334 089.8019 270.9168 15.80354523017961	37.49239050524988	33.71816115858965	05525	COSMOS 374 DEB          	CIS  	1970-10-23	1990-12-14	1990-12-17 05:06:00	  0.0152
1 05526U 71015 BQ 89022.15535854  .04240215 +54000-5 +48274-2 0  9998	2 05526 065.7365 298.9582 0039567 316.7677 043.0394 16.07044743888263	5.570886275283167	-117.14732019093503	05526	COSMOS 397 DEB          	CIS  	1971-02-25	1989-01-23	1989-01-24 19:00:00	  0.0925
1 05526U 71015 BQ 89022.15535854  .04240215 +54000-5 +48274-2 0  9998	2 05526 065.7365 298.9582 0039567 316.7677 043.0394 16.07044743888263	13.234406762248486	-114.08551714074757	05526	COSMOS 397 DEB          	CIS  	1971-02-25	1989-01-23	1989-01-24 19:02:00	  0.0925
1 05526U 71015 BQ 89022.15535854  .04240215 +54000-5 +48274-2 0  9998	2 05526 065.7365 298.9582 0039567 316.7677 043.0394 16.07044743888263	28.360156084923325	-107.09485267618537	05526	COSMOS 397 DEB          	CIS  	1971-02-25	1989-01-23	1989-01-24 19:06:00	  0.0925
1 05530U 71015 BU 89222.34653364  .08599114 +00000-0 +31052-1 0  9993	2 05530 066.3823 201.5019 0029384 222.3439 138.2064 15.87553070958559	10.111533283144643	35.71219049054527	05530	COSMOS 397 DEB          	CIS  	1971-02-25	1989-08-11	1989-08-12 01:00:00	  0.0200
1 05530U 71015 BU 89222.34653364  .08599114 +00000-0 +31052-1 0  9993	2 05530 066.3823 201.5019 0029384 222.3439 138.2064 15.87553070958559	2.369903393161293	38.644151644610794	05530	COSMOS 397 DEB          	CIS  	1971-02-25	1989-08-11	1989-08-12 01:02:00	  0.0200
1 05530U 71015 BU 89222.34653364  .08599114 +00000-0 +31052-1 0  9993	2 05530 066.3823 201.5019 0029384 222.3439 138.2064 15.87553070958559	-13.113268234676433	44.52035463286952	05530	COSMOS 397 DEB          	CIS  	1971-02-25	1989-08-11	1989-08-12 01:06:00	  0.0200
1 05533U 71015BX  99303.35244953 +.10405991 +10101-1 +13971-1 0  9994	2 05533 065.5733 275.1444 0003575 011.5240 348.6052 16.18015633404704	62.74265730068156	11.78645276198268	05533	COSMOS 397 DEB          	CIS  	1971-02-25	1999-10-30	1999-10-30 19:00:00	  0.0600
1 05533U 71015BX  99303.35244953 +.10405991 +10101-1 +13971-1 0  9994	2 05533 065.5733 275.1444 0003575 011.5240 348.6052 16.18015633404704	65.2562488775163	29.857745069887613	05533	COSMOS 397 DEB          	CIS  	1971-02-25	1999-10-30	1999-10-30 19:02:00	  0.0600
1 05533U 71015BX  99303.35244953 +.10405991 +10101-1 +13971-1 0  9994	2 05533 065.5733 275.1444 0003575 011.5240 348.6052 16.18015633404704	62.49388132054219	67.54374070225609	05533	COSMOS 397 DEB          	CIS  	1971-02-25	1999-10-30	1999-10-30 19:06:00	  0.0600
1 05534U 71015 BY 90362.56685789  .21064341 +74202-5 +15220-1 0  9997	2 05534 066.1225 159.0167 0019962 348.5651 010.2965 16.15014093966070	41.694616580776035	151.47265443088756	05534	COSMOS 397 DEB          	CIS  	1971-02-25	1990-12-28	1990-12-30 04:00:00	  0.0231
1 05534U 71015 BY 90362.56685789  .21064341 +74202-5 +15220-1 0  9997	2 05534 066.1225 159.0167 0019962 348.5651 010.2965 16.15014093966070	34.46382998575287	156.5074737360491	05534	COSMOS 397 DEB          	CIS  	1971-02-25	1990-12-28	1990-12-30 04:02:00	  0.0231
1 05534U 71015 BY 90362.56685789  .21064341 +74202-5 +15220-1 0  9997	2 05534 066.1225 159.0167 0019962 348.5651 010.2965 16.15014093966070	19.450327991898018	164.19516583560028	05534	COSMOS 397 DEB          	CIS  	1971-02-25	1990-12-28	1990-12-30 04:06:00	  0.0231
1 05574U 68091CA  12305.40791142  .09582811  88019-5  52366-2 0  9993	2 05574 062.2095 320.8853 0014272 076.9598 283.3141 16.18925667214534	-3.008332273939786	-69.4096732514227	05574	COSMOS 249 DEB          	CIS  	1968-10-20	2012-10-31	2012-11-03 22:00:00	  0.0340
1 05574U 68091CA  12305.40791142  .09582811  88019-5  52366-2 0  9993	2 05574 062.2095 320.8853 0014272 076.9598 283.3141 16.18925667214534	4.4469201638628	-65.97799496711154	05574	COSMOS 249 DEB          	CIS  	1968-10-20	2012-10-31	2012-11-03 22:02:00	  0.0340
1 05574U 68091CA  12305.40791142  .09582811  88019-5  52366-2 0  9993	2 05574 062.2095 320.8853 0014272 076.9598 283.3141 16.18925667214534	19.255237298634945	-58.72688855930758	05574	COSMOS 249 DEB          	CIS  	1968-10-20	2012-10-31	2012-11-03 22:06:00	  0.0340
1 05576U 71091  D 83204.23166249  .11871250 +27257-4 +15558-2 0  9999	2 05576 103.2664 006.4588 0021477 327.9329 033.1665 16.34740024597820	-10.332562473554487	-93.88215908530836	05576	DELTA 1 DEB             	US   	1971-10-21	1983-07-23	1983-07-25 11:00:00	  0.0536
1 05576U 71091  D 83204.23166249  .11871250 +27257-4 +15558-2 0  9999	2 05576 103.2664 006.4588 0021477 327.9329 033.1665 16.34740024597820	-2.1354712371657687	-96.34192194129422	05576	DELTA 1 DEB             	US   	1971-10-21	1983-07-23	1983-07-25 11:02:00	  0.0536
1 05576U 71091  D 83204.23166249  .11871250 +27257-4 +15558-2 0  9999	2 05576 103.2664 006.4588 0021477 327.9329 033.1665 16.34740024597820	14.267587279881512	-101.28260074912546	05576	DELTA 1 DEB             	US   	1971-10-21	1983-07-23	1983-07-25 11:06:00	  0.0536
1 05591U 71015BZ  01346.17007899  .05872288  00000-0  82307-2 0  9991	2 05591 065.4816 271.7740 0019826 102.1965 258.2268 16.05019737968937	63.814498396564154	-141.78132633831314	05591	COSMOS 397 DEB          	CIS  	1971-02-25	2001-12-13	2001-12-14 05:00:00	  0.0133
1 05591U 71015BZ  01346.17007899  .05872288  00000-0  82307-2 0  9991	2 05591 065.4816 271.7740 0019826 102.1965 258.2268 16.05019737968937	59.94197921265285	-126.19253970878292	05591	COSMOS 397 DEB          	CIS  	1971-02-25	2001-12-13	2001-12-14 05:02:00	  0.0133
1 05591U 71015BZ  01346.17007899  .05872288  00000-0  82307-2 0  9991	2 05591 065.4816 271.7740 0019826 102.1965 258.2268 16.05019737968937	48.25166307078539	-105.89384587290867	05591	COSMOS 397 DEB          	CIS  	1971-02-25	2001-12-13	2001-12-14 05:06:00	  0.0133
1 05600U 70025 LR 90105.24129991  .47355127 +00000-0 +37246-1 0  9994	2 05600 099.9829 211.1613 0033602 282.2490 077.9329 15.83810214693441	22.611303681286778	-166.8806322927092	05600	THORAD AGENA D DEB      	US   	1970-04-08	1990-04-16	1990-04-17 00:00:00	  0.0350
1 05600U 70025 LR 90105.24129991  .47355127 +00000-0 +37246-1 0  9994	2 05600 099.9829 211.1613 0033602 282.2490 077.9329 15.83810214693441	14.319488179837148	-169.0101623325141	05600	THORAD AGENA D DEB      	US   	1970-04-08	1990-04-16	1990-04-17 00:02:00	  0.0350
1 05600U 70025 LR 90105.24129991  .47355127 +00000-0 +37246-1 0  9994	2 05600 099.9829 211.1613 0033602 282.2490 077.9329 15.83810214693441	-2.2976370035347964	-172.9909195242026	05600	THORAD AGENA D DEB      	US   	1970-04-08	1990-04-16	1990-04-17 00:06:00	  0.0350
1 05601U 70025 LS 88314.21831211  .03491270 +00000-0 +79295-1 0  9998	2 05601 099.4858 232.5074 0025431 116.9074 244.2408 15.42632880906618	36.91735687902651	-46.76539341682311	05601	THORAD AGENA D DEB      	US   	1970-04-08	1988-11-12	1988-11-15 04:00:00	  0.0047
1 05601U 70025 LS 88314.21831211  .03491270 +00000-0 +79295-1 0  9998	2 05601 099.4858 232.5074 0025431 116.9074 244.2408 15.42632880906618	28.658275059174166	-49.23839659451504	05601	THORAD AGENA D DEB      	US   	1970-04-08	1988-11-12	1988-11-15 04:02:00	  0.0047
1 05601U 70025 LS 88314.21831211  .03491270 +00000-0 +79295-1 0  9998	2 05601 099.4858 232.5074 0025431 116.9074 244.2408 15.42632880906618	12.090401302690125	-53.42827368802181	05601	THORAD AGENA D DEB      	US   	1970-04-08	1988-11-12	1988-11-15 04:06:00	  0.0047
1 05622U 70025 LU 91217.90476149  .19721696 +19605-4 +77712-2 0  9991	2 05622 099.9633 351.2610 0036355 158.7729 210.8863 16.21905558090969	-5.987558123618387	-110.69165761387076	05622	THORAD AGENA D DEB      	US   	1970-04-08	1991-08-06	1991-08-07 10:00:00	  0.0227
1 05622U 70025 LU 91217.90476149  .19721696 +19605-4 +77712-2 0  9991	2 05622 099.9633 351.2610 0036355 158.7729 210.8863 16.21905558090969	2.32282076477828	-112.65587658519387	05622	THORAD AGENA D DEB      	US   	1970-04-08	1991-08-06	1991-08-07 10:02:00	  0.0227
1 05622U 70025 LU 91217.90476149  .19721696 +19605-4 +77712-2 0  9991	2 05622 099.9633 351.2610 0036355 158.7729 210.8863 16.21905558090969	18.933755662328075	-116.70287978164231	05622	THORAD AGENA D DEB      	US   	1970-04-08	1991-08-06	1991-08-07 10:06:00	  0.0227
1 05628U 71103  A 80065.54901942  .10468144 +56824-5 +14916-3 0  9998	2 05628 073.9349 070.2533 0008559 259.8033 100.2263 16.43126911018035	22.7831734389191	-0.2952050181157559	05628	COSMOS 460              	CIS  	1971-11-30	1980-03-05	1980-03-11 04:00:00	  3.7797
1 05628U 71103  A 80065.54901942  .10468144 +56824-5 +14916-3 0  9998	2 05628 073.9349 070.2533 0008559 259.8033 100.2263 16.43126911018035	14.720468095441086	1.8099092031600532	05628	COSMOS 460              	CIS  	1971-11-30	1980-03-05	1980-03-11 04:02:00	  3.7797
1 05628U 71103  A 80065.54901942  .10468144 +56824-5 +14916-3 0  9998	2 05628 073.9349 070.2533 0008559 259.8033 100.2263 16.43126911018035	-1.477292224071949	5.568157187822924	05628	COSMOS 460              	CIS  	1971-11-30	1980-03-05	1980-03-11 04:06:00	  3.7797
1 05631U 68097 CX 90046.88876709 -.12910017 +1766300 +17933-1 0  9995	2 05631 062.2390 253.5084 0019233 005.4602 354.4529 15.96417865497869	-19.057300124035265	79.83295856640153	05631	COSMOS 252 DEB          	CIS  	1968-11-01	1990-02-16	1990-02-17 14:00:00	  0.0354
1 05631U 68097 CX 90046.88876709 -.12910017 +1766300 +17933-1 0  9995	2 05631 062.2390 253.5084 0019233 005.4602 354.4529 15.96417865497869	-26.326018174614102	83.94973897541082	05631	COSMOS 252 DEB          	CIS  	1968-11-01	1990-02-16	1990-02-17 14:02:00	  0.0354
1 05631U 68097 CX 90046.88876709 -.12910017 +1766300 +17933-1 0  9995	2 05631 062.2390 253.5084 0019233 005.4602 354.4529 15.96417865497869	-40.26827842168603	94.33006240051027	05631	COSMOS 252 DEB          	CIS  	1968-11-01	1990-02-16	1990-02-17 14:06:00	  0.0354
1 05633U 69082 JD 89341.19398085  .03369691 +00000-0 +13488-1 0  9992	2 05633 069.8812 152.7581 0007895 227.3848 132.8309 15.86227032062689	41.19992988485411	25.961277535198956	05633	THORAD AGENA D DEB      	US   	1969-09-30	1989-12-09	1989-12-11 13:00:00	  0.0107
1 05633U 69082 JD 89341.19398085  .03369691 +00000-0 +13488-1 0  9992	2 05633 069.8812 152.7581 0007895 227.3848 132.8309 15.86227032062689	33.59824694242632	30.078988557482667	05633	THORAD AGENA D DEB      	US   	1969-09-30	1989-12-09	1989-12-11 13:02:00	  0.0107
1 05633U 69082 JD 89341.19398085  .03369691 +00000-0 +13488-1 0  9992	2 05633 069.8812 152.7581 0007895 227.3848 132.8309 15.86227032062689	18.015506737858853	36.31705496796867	05633	THORAD AGENA D DEB      	US   	1969-09-30	1989-12-09	1989-12-11 13:06:00	  0.0107
1 05637U 69082 JH 91127.68534384  .01125769 +00000-0 +21426-1 0  9994	2 05637 069.2219 348.5919 0048201 180.1524 179.9647 15.46720626104329	-2.9616058826106713	70.63619764143857	05637	THORAD AGENA D DEB      	US   	1969-09-30	1991-05-18	1991-05-25 11:00:00	  0.0015
1 05637U 69082 JH 91127.68534384  .01125769 +00000-0 +21426-1 0  9994	2 05637 069.2219 348.5919 0048201 180.1524 179.9647 15.46720626104329	-10.818316135815685	73.16621582322719	05637	THORAD AGENA D DEB      	US   	1969-09-30	1991-05-18	1991-05-25 11:02:00	  0.0015
1 05637U 69082 JH 91127.68534384  .01125769 +00000-0 +21426-1 0  9994	2 05637 069.2219 348.5919 0048201 180.1524 179.9647 15.46720626104329	-26.394910877677436	78.85674694908829	05637	THORAD AGENA D DEB      	US   	1969-09-30	1991-05-18	1991-05-25 11:06:00	  0.0015
1 05638U 70089CJ  03168.29952156  .24970834  89243-5  43807-2 0  9995	2 05638 062.4301 216.2181 0006767 264.0022 096.0520 16.32252974557272	-15.31425571357802	-16.6320228931688	05638	COSMOS 374 DEB          	CIS  	1970-10-23	2003-06-17	2003-06-18 10:00:00	  0.0344
1 05638U 70089CJ  03168.29952156  .24970834  89243-5  43807-2 0  9995	2 05638 062.4301 216.2181 0006767 264.0022 096.0520 16.32252974557272	-22.66893852505064	-12.760087690431536	05638	COSMOS 374 DEB          	CIS  	1970-10-23	2003-06-17	2003-06-18 10:02:00	  0.0344
1 05638U 70089CJ  03168.29952156  .24970834  89243-5  43807-2 0  9995	2 05638 062.4301 216.2181 0006767 264.0022 096.0520 16.32252974557272	-36.90226216096078	-3.279844673165664	05638	COSMOS 374 DEB          	CIS  	1970-10-23	2003-06-17	2003-06-18 10:06:00	  0.0344
1 05675U 71109  A 78344.07105664  .03693295 +00000-0 +17952-2 0  9999	2 05675 082.9509 212.0114 0005439 118.3447 242.4586 16.16119143390105	51.429534940633474	-63.52388067756928	05675	ARIEL 4 (UK-4)          	UK   	1971-12-11	1978-12-12	1978-12-14 00:00:00	  3.4063
1 05675U 71109  A 78344.07105664  .03693295 +00000-0 +17952-2 0  9999	2 05675 082.9509 212.0114 0005439 118.3447 242.4586 16.16119143390105	43.1046100971822	-61.7503469274946	05675	ARIEL 4 (UK-4)          	UK   	1971-12-11	1978-12-12	1978-12-14 00:02:00	  3.4063
1 05675U 71109  A 78344.07105664  .03693295 +00000-0 +17952-2 0  9999	2 05675 082.9509 212.0114 0005439 118.3447 242.4586 16.16119143390105	26.368489998420532	-59.62206681230779	05675	ARIEL 4 (UK-4)          	UK   	1971-12-11	1978-12-12	1978-12-14 00:06:00	  3.4063
1 05693U 70025 LY 91085.32832856  .04492540 +00000-0 +46146-1 0  9997	2 05693 099.9650 219.4223 0020588 313.9902 043.2006 15.64552725076264	-8.496329294446383	111.48389125570054	05693	THORAD AGENA D DEB      	US   	1970-04-08	1991-03-29	1991-03-30 07:00:00	  0.0409
1 05693U 70025 LY 91085.32832856  .04492540 +00000-0 +46146-1 0  9997	2 05693 099.9650 219.4223 0020588 313.9902 043.2006 15.64552725076264	-16.777774007414994	109.45086495867874	05693	THORAD AGENA D DEB      	US   	1970-04-08	1991-03-29	1991-03-30 07:02:00	  0.0409
1 05693U 70025 LY 91085.32832856  .04492540 +00000-0 +46146-1 0  9997	2 05693 099.9650 219.4223 0020588 313.9902 043.2006 15.64552725076264	-33.2977561849862	104.85903806270588	05693	THORAD AGENA D DEB      	US   	1970-04-08	1991-03-29	1991-03-30 07:06:00	  0.0409
1 05695U 70025 MA 84344.31014008  .01668647 +00000-0 +59715-2 0  9996	2 05695 099.9163 250.0220 0016305 122.5619 237.2971 15.84772990238158	44.93317809649426	81.99396894809104	05695	THORAD AGENA D DEB      	US   	1970-04-08	1984-12-13	1984-12-19 19:00:00	  0.0032
1 05695U 70025 MA 84344.31014008  .01668647 +00000-0 +59715-2 0  9996	2 05695 099.9163 250.0220 0016305 122.5619 237.2971 15.84772990238158	36.71681227971118	78.94003427582743	05695	THORAD AGENA D DEB      	US   	1970-04-08	1984-12-13	1984-12-19 19:02:00	  0.0032
1 05695U 70025 MA 84344.31014008  .01668647 +00000-0 +59715-2 0  9996	2 05695 099.9163 250.0220 0016305 122.5619 237.2971 15.84772990238158	20.181670497277132	74.13068634535718	05695	THORAD AGENA D DEB      	US   	1970-04-08	1984-12-13	1984-12-19 19:06:00	  0.0032
1 05697U 70025 MC 91091.40184493  .15010802 +17000-5 +33601-1 0  9998	2 05697 099.9518 245.0360 0043057 336.6268 032.8572 15.95932640077288	2.950542897145955	131.76638388286352	05697	THORAD AGENA D DEB      	US   	1970-04-08	1991-04-01	1991-04-02 07:00:00	  0.0325
1 05697U 70025 MC 91091.40184493  .15010802 +17000-5 +33601-1 0  9998	2 05697 099.9518 245.0360 0043057 336.6268 032.8572 15.95932640077288	-5.34784772859687	129.80669332696016	05697	THORAD AGENA D DEB      	US   	1970-04-08	1991-04-01	1991-04-02 07:02:00	  0.0325
1 05697U 70025 MC 91091.40184493  .15010802 +17000-5 +33601-1 0  9998	2 05697 099.9518 245.0360 0043057 336.6268 032.8572 15.95932640077288	-21.93457878360567	125.69505605039588	05697	THORAD AGENA D DEB      	US   	1970-04-08	1991-04-01	1991-04-02 07:06:00	  0.0325
1 05701U 70025 MG 90026.36716897  .09985576 +00000-0 +41390-1 0  9998	2 05701 099.9756 196.2913 0036027 315.1568 041.2797 15.84630308020873	40.71684085014286	-54.62668160431932	05701	THORAD AGENA D DEB      	US   	1970-04-08	1990-01-27	1990-01-27 21:00:00	  0.0522
1 05701U 70025 MG 90026.36716897  .09985576 +00000-0 +41390-1 0  9998	2 05701 099.9756 196.2913 0036027 315.1568 041.2797 15.84630308020873	32.487907485286954	-57.40390140764362	05701	THORAD AGENA D DEB      	US   	1970-04-08	1990-01-27	1990-01-27 21:02:00	  0.0522
1 05701U 70025 MG 90026.36716897  .09985576 +00000-0 +41390-1 0  9998	2 05701 099.9756 196.2913 0036027 315.1568 041.2797 15.84630308020873	15.93585586201525	-61.95724701783262	05701	THORAD AGENA D DEB      	US   	1970-04-08	1990-01-27	1990-01-27 21:06:00	  0.0522
1 05714U 68091CB  00096.92693632  .18433670  89915-5  16091-2 0  9994	2 05714 062.2722 314.6495 0016255 239.9054 126.2466 16.38253197584125	54.39581096508914	170.99414104110605	05714	COSMOS 249 DEB          	CIS  	1968-10-20	2000-04-06	2000-04-07 05:00:00	  0.0274
1 05714U 68091CB  00096.92693632  .18433670  89915-5  16091-2 0  9994	2 05714 062.2722 314.6495 0016255 239.9054 126.2466 16.38253197584125	48.833940112623566	-179.22053016049614	05714	COSMOS 249 DEB          	CIS  	1968-10-20	2000-04-06	2000-04-07 05:02:00	  0.0274
1 05714U 68091CB  00096.92693632  .18433670  89915-5  16091-2 0  9994	2 05714 062.2722 314.6495 0016255 239.9054 126.2466 16.38253197584125	35.80219872342769	-165.54803506488304	05714	COSMOS 249 DEB          	CIS  	1968-10-20	2000-04-06	2000-04-07 05:06:00	  0.0274
1 05724U 71028D   02103.96332617  .07586802 -92475-6  64147-3 0  9994	2 05724 081.1661 072.8598 0008418 141.4652 218.9278 16.39541565683038	17.855060471613378	-168.31502665992522	05724	SL-3 DEB                	CIS  	1971-04-07	2002-04-14	2002-04-16 14:00:00	  0.2252
1 05724U 71028D   02103.96332617  .07586802 -92475-6  64147-3 0  9994	2 05724 081.1661 072.8598 0008418 141.4652 218.9278 16.39541565683038	9.526059712774906	-167.44221044626764	05724	SL-3 DEB                	CIS  	1971-04-07	2002-04-14	2002-04-16 14:02:00	  0.2252
1 05724U 71028D   02103.96332617  .07586802 -92475-6  64147-3 0  9994	2 05724 081.1661 072.8598 0008418 141.4652 218.9278 16.39541565683038	-7.121881363141431	-165.83986172736098	05724	SL-3 DEB                	CIS  	1971-04-07	2002-04-14	2002-04-16 14:06:00	  0.2252
1 05757U 69082 JR 91353.66107017  .11551068 +14000-5 +22417-1 0  9992	2 05757 070.5557 211.4400 0014291 228.9123 131.0862 15.99886097147905	22.877011700378613	5.715015219601483	05757	THORAD AGENA D DEB      	US   	1969-09-30	1991-12-20	1991-12-20 19:00:00	  0.0093
1 05757U 69082 JR 91353.66107017  .11551068 +14000-5 +22417-1 0  9992	2 05757 070.5557 211.4400 0014291 228.9123 131.0862 15.99886097147905	14.932140780461658	8.376494479232155	05757	THORAD AGENA D DEB      	US   	1969-09-30	1991-12-20	1991-12-20 19:02:00	  0.0093
1 05757U 69082 JR 91353.66107017  .11551068 +14000-5 +22417-1 0  9992	2 05757 070.5557 211.4400 0014291 228.9123 131.0862 15.99886097147905	-1.0611195131546691	13.146944482379181	05757	THORAD AGENA D DEB      	US   	1969-09-30	1991-12-20	1991-12-20 19:06:00	  0.0093
1 05759U 70089CK  02019.17616805  .03922925  25778-1  95911-2 0  9995	2 05759 062.6955 316.4860 0037071 125.8714 234.5982 15.99038077553459	-13.064518613249113	132.54189722160513	05759	COSMOS 374 DEB          	CIS  	1970-10-23	2002-01-20	2002-01-21 16:00:00	  0.0247
1 05759U 70089CK  02019.17616805  .03922925  25778-1  95911-2 0  9995	2 05759 062.6955 316.4860 0037071 125.8714 234.5982 15.99038077553459	-20.470256234993926	136.26891288562763	05759	COSMOS 374 DEB          	CIS  	1970-10-23	2002-01-20	2002-01-21 16:02:00	  0.0247
1 05759U 70089CK  02019.17616805  .03922925  25778-1  95911-2 0  9995	2 05759 062.6955 316.4860 0037071 125.8714 234.5982 15.99038077553459	-34.864188354142335	145.23156907678842	05759	COSMOS 374 DEB          	CIS  	1970-10-23	2002-01-20	2002-01-21 16:06:00	  0.0247
1 05760U 71015 CC 92043.22350003  .12156342 +28000-5 +26016-1 0  9990	2 05760 065.6163 279.0658 0015601 020.5962 339.2157 15.97994184580922	37.151174744883555	-172.46321910892743	05760	COSMOS 397 DEB          	CIS  	1971-02-25	1992-02-12	1992-02-13 07:00:00	  0.1195
1 05760U 71015 CC 92043.22350003  .12156342 +28000-5 +26016-1 0  9990	2 05760 065.6163 279.0658 0015601 020.5962 339.2157 15.97994184580922	29.817730406635096	-167.93521350055917	05760	COSMOS 397 DEB          	CIS  	1971-02-25	1992-02-12	1992-02-13 07:02:00	  0.1195
1 05760U 71015 CC 92043.22350003  .12156342 +28000-5 +26016-1 0  9990	2 05760 065.6163 279.0658 0015601 020.5962 339.2157 15.97994184580922	14.720942793588401	-160.72394075599473	05760	COSMOS 397 DEB          	CIS  	1971-02-25	1992-02-12	1992-02-13 07:06:00	  0.1195
1 05761U 71015CD  99318.97506964  .43922408  76217-5  14383-2 0  9990	2 05761 065.7593 022.6464 0002453 182.2411 178.6058 16.44774212 34924	12.51507941339307	-54.476895555820946	05761	COSMOS 397 DEB          	CIS  	1971-02-25	1999-11-15	1999-11-15 13:00:00	  0.2164
1 05761U 71015CD  99318.97506964  .43922408  76217-5  14383-2 0  9990	2 05761 065.7593 022.6464 0002453 182.2411 178.6058 16.44774212 34924	4.772327451395133	-51.399157674299836	05761	COSMOS 397 DEB          	CIS  	1971-02-25	1999-11-15	1999-11-15 13:02:00	  0.2164
1 05761U 71015CD  99318.97506964  .43922408  76217-5  14383-2 0  9990	2 05761 065.7593 022.6464 0002453 182.2411 178.6058 16.44774212 34924	-10.734280049588788	-45.356393692941175	05761	COSMOS 397 DEB          	CIS  	1971-02-25	1999-11-15	1999-11-15 13:06:00	  0.2164
1 05772U 72002  D 79107.16053983  .05585937 +11040-0 +53116-3 0  9998	2 05772 096.4832 272.8773 0009141 259.9699 104.2844 16.40584745404617	-22.796772345556594	-144.33665037097666	05772	OPS 7719                	US   	1972-01-20	1979-04-17	1979-04-20 02:00:00	  2.0830
1 05772U 72002  D 79107.16053983  .05585937 +11040-0 +53116-3 0  9998	2 05772 096.4832 272.8773 0009141 259.9699 104.2844 16.40584745404617	-31.173813239922353	-146.0421349463505	05772	OPS 7719                	US   	1972-01-20	1979-04-17	1979-04-20 02:02:00	  2.0830
1 05772U 72002  D 79107.16053983  .05585937 +11040-0 +53116-3 0  9998	2 05772 096.4832 272.8773 0009141 259.9699 104.2844 16.40584745404617	-47.881979081958455	-150.32266914071084	05772	OPS 7719                	US   	1972-01-20	1979-04-17	1979-04-20 02:06:00	  2.0830
1 05784U 61015JY  13086.03394882  .05055068  86602-1  57357-2 0  9993	2 05784 066.8053 314.7811 0016302 250.5831 181.2573 16.14785686686958	54.54893697609165	26.16880258784604	05784	THOR ABLESTAR DEB       	US   	1961-06-29	2013-03-27	2013-03-28 09:00:00	  0.0109
1 05784U 61015JY  13086.03394882  .05055068  86602-1  57357-2 0  9993	2 05784 066.8053 314.7811 0016302 250.5831 181.2573 16.14785686686958	60.25905025430318	37.2690125835392	05784	THOR ABLESTAR DEB       	US   	1961-06-29	2013-03-27	2013-03-28 09:02:00	  0.0109
1 05784U 61015JY  13086.03394882  .05055068  86602-1  57357-2 0  9993	2 05784 066.8053 314.7811 0016302 250.5831 181.2573 16.14785686686958	66.68680467841878	71.94989573583132	05784	THOR ABLESTAR DEB       	US   	1961-06-29	2013-03-27	2013-03-28 09:06:00	  0.0109
1 05789U 68097 DB 89264.48278806  .08398811 +10500-4 +39451-2 0  9993	2 05789 062.5365 042.9541 0006590 034.1916 323.8983 16.21110090483841	-11.45424175226337	-88.45339495938799	05789	COSMOS 252 DEB          	CIS  	1968-11-01	1989-09-21	1989-09-25 07:00:00	  0.1163
1 05789U 68097 DB 89264.48278806  .08398811 +10500-4 +39451-2 0  9993	2 05789 062.5365 042.9541 0006590 034.1916 323.8983 16.21110090483841	-3.995768239936887	-84.99319380510285	05789	COSMOS 252 DEB          	CIS  	1968-11-01	1989-09-21	1989-09-25 07:02:00	  0.1163
